id,tokens,pos_tags
8960,"['កុមារ' 'នៅ' 'ស្ងៀម' 'ប៉ុន្តែ' 'ចេះ_តែ' 'នឹក' 'មក_រក' 'ម្ដាយ' 'ឥត' 'មាន'
 'ភ្លេច' 'ក៏' 'សម្រេច_ចិត្ត' 'ថា' 'នឹង' 'ចេញ' 'ទៅ' 'រក' 'ម្ដាយ' 'ឲ្យ'
 'ទាល់_តែ' 'ឃើញ' 'ទោះបី' 'ឪពុក' 'ខំ' 'និយាយ' 'ឃាត់' 'យ៉ាង_ណា' 'ក៏' 'កុមារ'
 'ពុំ' 'យល់_ស្រប' 'តា' 'ជា_ដាច់ខាត' '។']","[11 20  8  2 16 20  7 11 16 20 20 16 20  7  1 20  7 20 11  7  7 20  2 11
 20 20 20 16 16 11 16 20 11 16  9]"
8961,['កញ្ញា' 'ហ៊ី'],[14 13]
8962,['លោក~ស្រី' 'ប៊ុន' 'ថន'],[14 13 13]
8963,"['គួរ_ឲ្យ' 'សោក_ស្ដាយ' 'ចក្ខុ_វិស័យ' 'សិទ្ធិ' 'មនុស្ស' 'សម្រាប់' 'ទាំងអស់'
 'គ្នា' 'នៅ' 'មិន' 'ទាន់' 'សម្រេច_បាន' 'នៅ' 'ឡើយ' '។']",[20 20 11 11 11  7  5 14  7 16 16 20  7 12  9]
8964,"['ផែនទី' 'នេះ' 'ត្រូវ_បាន' 'វិភាគ' 'ដោយ' 'ដាក់_បញ្ចូល' 'នូវ' 'ខាលើប៊ែន'
 '៥៤' 'និង' '៣' 'ដើម្បី' 'កំណត់' 'រក' 'រ៉យ' '។']",[11  5 20 20  7 20  7 13  3  2  3  7 20 20 13  9]
8965,['លោក~ជំទាវ' 'សាំង' 'គីន'],[14 13 13]
8966,['នេះ' 'គឺ_ជា' 'គីម' 'លីហ្សា'],[ 5 20 13 13]
8967,['លោក~ស្រី' 'កែវ' 'ច័ន្ទ' 'តារា'],[14 13 13 13]
8968,"['ជន_រង_គ្រោះ' 'រួម_មាន' 'អ្នក~ការពារ' 'សិទ្ធិ' 'មនុស្ស' 'ក៏_ដូច_ជា'
 'ប្រជា_ពល_រដ្ឋ' 'សាមញ្ញ' 'ផង_ដែរ' '។']",[11 21 11 11 11  7 11  8 16  9]
8969,"['ពេល' 'ក្រោយ_មក' 'ព្រះ~កេតុមាលា' 'ទ្រង់' 'បាន' 'សង្កេត_ឃើញ' 'កំពូល'
 'ប្រាសាទ' 'មួយ' 'ពុំ' 'សូវ' 'ត្រង់' 'ទ្រង់' 'ក៏' 'មាន' 'ព្រះ~បន្ទូល'
 'ប្រាប់' 'ព្រះ~ពិស្ណុការ' 'ឲ្យ' 'ឡើង' 'តម្រង់' 'កំពូល' 'នោះ' '។']",[11 16 13 14  1 20  8 11  3 16 16  8 14 16 20 11 20 13  7 20 20  8  5  9]
8970,"['សវនាការ' 'លើ' 'សំណុំ_រឿង' 'សមាជិក' 'និង' 'អ្នក~គាំទ្រ' 'គណបក្ស'
 'សង្គ្រោះ' 'ជាតិ' 'ចំនួន' '១១' 'នាក់' 'គ្រោង' 'នឹង' 'ត្រូវ'
 'ប្រព្រឹត្ត_ទៅ' 'នា' 'ម្សិល_មិញ' 'វេលា' 'ម៉ោង' '៨' 'ព្រឹក' 'នៅ'
 'សាលា_ដំបូង' 'រាជ_ធានី' 'ភ្នំ_ពេញ' '។']","[11  7 11 11  2 11 11 21 11 11  3 10 20  1 20 20  7 11 11 11  3 11  7 11
 11 13  9]"
8971,['ខ្ញុំ' 'ឈ្មោះ' 'អិល' 'សាមួយ'],[14 11 13 13]
8972,['គាត់' 'ឈ្មោះ' 'សុដា'],[14 11 13]
8973,['អ្នក~នាង' 'ពាង' 'ចំណាប់'],[14 13 13]
8974,['អ្នក~នាង' 'យៀក' 'សុផាត់'],[14 13 13]
8975,['លោក~ជំទាវ' 'ព្រូច' 'ចរណៃ'],[14 13 13]
8976,['កញ្ញា' 'ភា' 'ប៉យ'],[14 13 13]
8977,['លោក~ស្រី' 'ខេង'],[14 13]
8978,['កាតព្វ^កិច្ច' 'រុករក'],[11 21]
8979,"['បន្ទាប់_មក' 'អ្នក~គាំទ្រ' 'ទាំង_នោះ' 'បាន' 'ដើរ' 'ទៅ_កាន់' 'រនាំង' 'លួស'
 'ដែល' 'ស្ថិត' 'នៅ' 'ភាគ' 'ខាង_ត្បូង' 'លើ' 'ស្ពាន' 'នាគ' '(' 'កែង' 'ផ្លូវ'
 '១០៨' 'និង' 'មហា_វិថី' 'ព្រះ~នរោត្តម' ')' 'ដើម្បី' 'ចង' 'បដា' 'ដែល'
 'សរសេរ' 'ថា' '“' 'ដោះ_លែង' 'ទីលាន' 'ប្រជា_ធិបតេយ្យ' '”' '។']","[16 11  5  1 20  7 11 11 17 20  7 11 11  7 11 13 18 11 11  3  2 11 13 18
  7 20 11 17 20  7 18 20 11 11 18  9]"
8980,['គាត់' 'ឈ្មោះ' 'ប៉ែង' 'ស៊ឹម' 'ម៉ាលី'],[14 11 13 13 13]
8981,['ខ្ញុំ' 'ឈ្មោះ' 'ម៉ែន'],[14 11 13]
8982,"['មួយ' 'សប្តារហ៍' 'ក្រោយ_មក' 'នៅ' 'ថ្ងៃ_ទី' '៣០' 'ខែ_កក្កដា' 'គណបក្ស'
 'សង្គ្រោះ' 'ជាតិ' 'បាន' 'ចេញ' 'នូវ' 'លិខិត' 'មួយ' 'ច្បាប់' 'បាន'
 'លើក_ឡើង' 'ថា' 'គណបក្ស' 'សង្គ្រោះ' 'ជាតិ' 'នឹង' 'ទទួល' 'យក' 'អសនៈ' 'របស់'
 'ខ្លួន' 'ក្នុង' 'សភា' 'ប៉ុន្តែ' 'រហូត_ដល់' 'លក្ខខណ្ឌ' 'ពិត_ប្រាកដ'
 'ពាក់ព័ន្ធ' 'នឹង' 'គណកម្មការ' 'ជាតិ' 'រៀបចំ' 'ការ~បោះ_ឆ្នោត' 'និង'
 'ច្បាប់' 'ស្តី' 'អំពី' 'ការ~បោះ_ឆ្នោត' 'ជ្រើស_រើស' 'សមាជិក' 'រដ្ឋ_សភា'
 'ត្រូវ_បាន' 'បំពេញ' '។']","[ 3 11 16  7 11  3 13 11 21 11  1 20  7 11  3 11  1 20  7 11 21 11  1 20
 20 11  7 14  7 11  2  7 11 16 21  7 11 11 21 11  2 11 20  7 11 21 11 11
 20 20  9]"
8983,['ឯក_ឧត្ដម' 'តៀម' 'ទាត់'],[14 13 13]
8984,"['បើ' 'ទោះបី_ជា' 'ការ~រំលោភ_បំពាន' 'មាន' 'ទំនោរ' 'កើន_ឡើង' 'ខណៈ' 'កម្រិត'
 'ប្រាក់' 'ចំណូល' 'ធ្លាក់_ចុះ' 'ការ~រំលោភ_បំពាន' 'ផ្លូវ_ភេទ' 'ក្នុង'
 'ចំណោម' 'ក្មេង_ស្រី' 'គឺ' 'កើត_មាន' 'ច្រើន' 'នៅ_ក្នុង' 'បណ្តា' 'ប្រទេស'
 'ចំណូល' 'ក្រោម' 'កម្រិត' 'មធ្យម' 'ជាង' 'បណ្តា' 'ប្រទេស' 'ចំណូល' 'កម្រិត'
 'មធ្យម' 'ខណៈ' 'ភាព' 'មិន' 'អើពើ' 'កើត_មាន' 'ច្រើន' 'នៅ_ក្នុង' 'បណ្តា'
 'ប្រទេស' 'មាន' 'ប្រាក់' 'ចំណូល' 'លើ' 'កម្រិត' 'មធ្យម' 'ជាង' 'បណ្តា'
 'ប្រទេស' 'មាន' 'ប្រាក់' 'ចំណូល' 'កម្រិត' 'ក្រោម' 'មធ្យម' '។']","[ 2  2 11 20 11 21 11 11 11 11 20 11 11  7 11 11 20 20  8  7  5 11 11  7
 11  8 16  5 11 11 11  8 11 11 16 21 20  8  7  5 11 21 11 11  7 11  8 16
  5 11 21 11 11 11  7  8  9]"
8985,['ខ្ញុំ' 'ឈ្មោះ' 'ធី' 'រ៉ាហ៊ុល'],[14 11 13 13]
8986,['អ្នក~នាង' 'នី'],[14 13]
8987,"['ខ្លា' '-' 'ដំរី' '-' 'ស្វា' '-' 'ក្ងោក' 'ត្រឡប់' 'មក_វិញ' 'មិន' 'ទាន់'
 'ទាំង' 'សួរ' 'ថា' 'ដូច_ម្ដេច' 'ផង' 'អណ្ដើក' 'ក៏' 'ស្រែក' 'ថា' '“' 'យើ'
 'បង' 'អវៈ' 'សិន្ធរ' 'តើ' 'មក' 'រក' 'អ្វី' 'យើ' '!' 'អា' 'នេះ' 'ខូច'
 'ណាស់' 'ហ៊ាន' 'លួច' 'ផ្លិត' 'កន្ទុយ' 'ក្ងោក' 'ព្រះ~រាជា' 'មក' 'ជាមួយ'
 'ផង' '”' '។']","[11 18 11 18 11 18 11 20 16 16 16  5 20  7 16 16 11 16 20  7 18 19 11 11
 11 15 20 20 14 19 18 14  5  8 16 20 20 11 11 11 11 16  7 16 18  9]"
8988,"['តាដក់' 'ដើរ' 'ទៅ' 'ៗ' 'ស្ទើរ' 'ដាច់សង្វែង' 'ក៏' 'ទៅ' 'ជាន់' 'លើ' 'កូន'
 'ក្រូច' 'ដែល' 'ពួន' 'ជ្រក' 'នៅ_ក្នុង' 'គុម្ព' 'ត្រែង' 'ស្លាប់'
 'បង់_ជីវិត' 'ទៅ' '។']",[11 20 16  4 16  8 16 20 20  7 11 11 17 20 20  7 11 13 20 20 16  9]
8989,"['ឆ្លង_កាត់' 'ការ~ប្រកួត' '៥' 'ទឹក' 'ពេញ' 'ហែល' 'វ៉ា' 'ត្រូវ' 'គេ'
 'មើល_ឃើញ' 'ថា' 'ចាញ់' 'ប្រៀប' 'ដាច់' 'ទាំង' '៥' 'ទឹក' 'តែ_ម្តង' 'ទោះបី'
 'យ៉ាង_ណា' 'ចាត់ទុក' 'ថា' 'សំណាង' 'ហើយ' 'ដែល' 'គេ' 'អាច' 'គេច' 'រួច' 'ពី'
 'ចាញ់' 'ដោយ' 'សន្លប់' 'បាន' 'នោះ' '។']","[20 11  3 11  8 13 13 20 14 20  7 20 11 16  5  3 11 16  2  8 20  7 11 16
 17 14 20 20 16  7 20  7 20 22  5  9]"
8990,"['ក្រោយ_ពី' 'ការ~ប្រកួត' 'បាន' 'បញ្ចប់' 'ជ័យ_លាភី' 'អ្នក' 'និយាយ' 'ភាសា'
 'ខ្មែរ' 'បាន' 'ល្អ' 'ត្រូវ_បាន' 'ប្រកាស' 'ឡើង' '។']",[ 7 11  1 20 11 14 20 11 13 22  8 20 20 20  9]
8991,['នេះ' 'គឺ_ជា' 'កញ្ញា'],[ 5 20 13]
8992,"['ប៉ា' 'ច័ន្ទ' 'រឿន' 'អ្នក~ស្រាវជ្រាវ' 'ផ្នែក' 'ទស្សន_វិជ្ជា' '&'
 'ការ~អភិវឌ្ឍ' 'និង' 'ប្រធាន' 'មជ្ឈមណ្ឌល' 'ទស្សន_វិជ្ជា' 'អនុវត្តន៍' 'និង'
 'សីលធម៌' 'កម្ពុជា']",[13 13 13 11 11 11 18 11  2 11 11 11 11  2 11 13]
8993,['គាត់' 'ឈ្មោះ' 'ព្រាប' 'ចន្ទណា'],[14 11 13 13]
8994,['កញ្ញា' 'តឿ'],[14 13]
8995,['ឯក_ឧត្ដម' 'ថាក់' 'ថាន់'],[14 13 13]
8996,"['ថ្ងៃ' 'បុណ្យ' 'ជាតិ' 'គេ' 'ទាល់_តែ' 'ធំ' 'មែនទែន' 'ទើប' 'សម្រាក'
 'ពួក_គេ' 'ស្រឡាញ់' 'ការងារ' 'ណាស់' '។']",[11 11 11 14  2  8 16 16 20 14 20 11 16  9]
8997,"['បាន_ជា' 'ទ្រង់' 'ព្រះ~រាជ' 'ទាន' 'នាម' 'វត្ត' 'ទាំង' '៣' 'នេះ' 'ដូច្នេះ'
 'ដើម្បី_ឲ្យ' 'សម' 'នឹង' 'ដំណើរ' 'រឿង' 'ដែល' 'ថា' 'ព្រះ~ឃោសាចារ្យ' 'ទៅ'
 'ចម្លង' 'គម្ពីរ' 'អំពី' 'កោះ' 'លង្កា' '។']","[16 14  8 11 11 11  5  3  5 16  7  8  7 11 11 17  7 11 20 20 11  7 11 13
  9]"
8998,['គាត់' 'ឈ្មោះ' 'ប៊ុនលី'],[14 11 13]
8999,['អ្នក~នាង' 'យុគ' 'ចិន្ដា'],[14 13 13]
9000,['ខ្ញុំ' 'ឈ្មោះ' 'ថន' 'ឆើត'],[14 11 13 13]
9001,['លោក' 'ឡា'],[14 13]
9002,"['លោក' 'បាន' 'បញ្ជាក់' 'ថា' '៖' '«' 'តួ_នាទី' 'របស់' 'យើង' 'គឺ'
 'ការ~ស្រាវជ្រាវ' 'និង' 'បង្កើត' 'ពូជ' 'ថ្មី' 'ដែល' 'មាន' 'គុណ^ភាព'
 'ខ្ពស់' 'សម្រាប់' 'ផ្ដល់_ជូន' 'កសិ_ករ' '។' '»']",[14  1 20  7 18 18 11  7 14 20 11  2 20 11  8 17 20 11  8  7  7 11  9 18]
9003,"['បើ' 'យោង' 'ទៅ_តាម' 'របាយការណ៍' 'ប្រជា_ពល_រដ្ឋ' '២' 'នាក់' 'រង_របួស'
 'ដោយសារ' 'គ្រាប់' 'កាំភ្លើង' 'ចំណែក' 'សមាជិក' 'សហគមន៍' 'ផ្សេង' 'ទៀត'
 'ត្រូវ_បាន' 'វាយ_ដំ' 'ដោយ' 'ស្នូក' 'កាំភ្លើង' '។']",[ 2 20  7 11 11  3 10 20  2 11 11 11 11 11  8 16 20 20  7 11 11  9]
9004,['គាត់' 'ឈ្មោះ' 'ភឿន'],[14 11 13]
9005,"['ដំណើរការ' 'បោះ_ឆ្នោត' 'ជ្រើស_រើស' 'ប្រធាន' 'និង' 'អនុ' 'ប្រធាន' 'ទី' '១'
 'ព្រឹទ្ធ_សភា' 'កាល_ពី' 'ម្សិល_មិញ' '។']",[11 21 20 11  2  8 11 11  3 11  7 11  9]
9006,['លោក' 'ជា' 'ស៊ីម' 'នៅ_ក្នុង' 'ពិធី' 'មួយ' 'កាល_ពី' 'ឆ្នាំ' '២០១៤' '។'],[14 13 13  7 11  3  7 11  3  9]
9007,['លោក~ស្រី' 'គង' 'មរកដ្ឋ'],[14 13 13]
9008,['ឯក_ឧត្ដម' 'ប៉ែន' 'រ៉ាឃី'],[14 13 13]
9009,['គាត់' 'ឈ្មោះ' 'អ៊ឹង'],[14 11 13]
9010,['កញ្ញា' 'សារឿន'],[14 13]
9011,['តើ' 'បដិវត្តន៍' 'នេះ' 'នឹង' 'ស្អាតស្អំ' 'កម្រិត' 'ណា' '?'],[15 11  5  1  8 11 14 18]
9012,['នេះ' 'គឺ_ជា' 'ចេង'],[ 5 20 13]
9013,"['ចំណែក_ឯ' 'លោក' 'ស្មៀន' 'តិ' 'អាយុ' '៥៧' 'ឆ្នាំ' 'ដែល' 'ជា' 'តំណាង'
 'ភូមិ' 'ចំនួន' 'ប្រាំ' 'ដែល' 'រង' 'ផល_ប៉ះ_ពាល់' 'ដោយសារ' 'ចម្ការ' 'របស់'
 'ក្រុមហ៊ុន' 'បាន' 'និយាយ' 'ថា' 'អ្នក~ស្រុក' 'ត្រូវ_បាន' 'គេ' 'បង្ខំ_ឲ្យ'
 'ចេញ' 'ពី' 'កសិ_ដ្ឋាន' 'របស់' 'ខ្លួន' 'កាល_ពី' 'ឆ្នាំ' '២០០៧' 'ហើយ' 'បើ'
 'ទោះបី_ជា' 'ពួក_គេ' 'បាន' 'ឮ' 'ថា' 'ពួក_គេ' 'អាច' 'វិល_ត្រឡប់' 'មក_វិញ'
 'នៅ' 'ពេល' 'នេះ' 'ដោយ' 'ក្រុមហ៊ុន' 'បាន' 'ចាក_ចេញ' 'នោះ' 'ក៏_ដោយ'
 'ក៏_ប៉ុន្តែ' 'ពុំ' 'មាន' 'គម្រោង' 'ស្តារ' 'ឡើង_វិញ' 'ត្រូវ_បាន' 'គេ'
 'ពិភាក្សា' 'ជា' 'ផ្លូវ_ការ' 'ទេ' '។']","[ 7 14 13 13 11  3 11 17 20 11 11 11  3 17 20 11  2 11  7 11  1 20  7 11
 20 14 20 20  7 11  7 14  7 11  3 16  2  2 14  1 20  7 14 20 20 16  7 11
  5  7 11  1 20  5 16  2 16 20 11 20 16 20 14 20  7  8 12  9]"
9014,['ឯក_ឧត្ដម' 'សុភណ៌'],[14 13]
9015,['លោក~ជំទាវ' 'កុល' 'វឌ្ឍនា'],[14 13 13]
9016,['លោក~ជំទាវ' 'ប៉ឹន' 'ចាន់' 'ថូ'],[14 13 13 13]
9017,['កញ្ញា' 'ចាន់' 'ស្រី' 'ដៀម'],[14 13 13 13]
9018,['លោក' 'ហ៊ុយ'],[14 13]
9019,['លោក~ស្រី' 'កុសល'],[14 13]
9020,['លោក~ស្រី' 'ស៊ុំ' 'សុគន្ធ'],[14 13 13]
9021,['លោក~ជំទាវ' 'យិន'],[14 13]
9022,['លោក' 'ខៀវ'],[14 13]
9023,['ខ្ញុំ' 'ឈ្មោះ' 'ទី'],[14 11 13]
9024,"['មាត្រា' '៤៦' 'ប្រសិន_បើ' 'ផ្សះ_ផ្សារ' 'ចំពោះ' 'មុខ' 'ដើម_ចោទ' 'និង'
 'ចុង_ចំលើយ' 'ហើយ' 'នៅ_តែ' 'ពុំ' 'បាន_សំរេច' 'តុលាការ' 'ប្រជា_ជន' 'ខេត្ត'
 'ក្រុង' 'អាច' 'ធ្វើ' 'ការ~ផ្សះផ្សា' 'ជា' 'លើក' 'ទី' '២' 'បាន' '។']","[11  3  2 20  7 11 11  2 11 16 16 16 20 11 11 11 11 20 20 11  7 11 11  3
 22  9]"
9025,['លោក' 'នូ' 'វ៉ុន'],[14 13 13]
9026,"['ទ្រូង' 'របស់' 'លោក' 'បាន' 'ហូរ' 'ឈាម' 'ដែល' 'អាច' 'បណ្តាល' 'មក_ពី'
 'របួស' 'ដោយសារ' 'គ្រាប់' 'កាំភ្លើង' '។']",[11  7 14  1 20 11 17 20 20  7 11  2 11 11  9]
9027,['នេះ' 'គឺ_ជា' 'រ៉េត'],[ 5 20 13]
9028,['អ្នក~នាង' 'ព្រា'],[14 13]
9029,"['ស្វាយ_រៀង' '៖' 'គ្រូ_បង្រៀន' 'នៅ' 'វិទ្យាល័យ' 'រមាស_ហែក' 'ចំនួន' '៤៩'
 'នាក់' 'បាន' 'ផ្តិត' 'មេ_ដៃ' 'ទាមទារ' 'ឲ្យ' 'ក្រសួង' 'អប់រំ' 'ដក' 'នាយក'
 'សាលា' 'នេះ' 'ចេញ' 'ជា' 'លើក' 'ទី' 'ពីរ' 'ដោយ' 'ចោទ_ប្រកាន់' 'ថា' 'បាន'
 'លក់' 'ទ្រព្យ_សម្បត្តិ' 'សាលា' 'និង' 'កិបកេង' 'ប្រាក់' 'រាប់' 'ម៉ឺន'
 'ដុល្លារ' 'អស់' 'រយៈ_ពេល' '៧' 'ឆ្នាំ' 'មក_ហើយ' '។']","[13 18 11  7 11 13 11  3 10  1 20 11 21  7 11 11 20 11 11  5 12  7 11 11
  3  7 20  7  1 20 11 11  2 20 11  5  3 13  7 11  3 11 16  9]"
9030,['លោក~ស្រី' 'ប៊ុត' 'ចាន់' 'ថ្លា'],[14 13 13 13]
9031,['អ្នក~នាង' 'ស៊ឹម' 'គឹម' 'សា'],[14 13 13 13]
9032,['អ្នក~នាង' 'ខឹម' 'បូភា'],[14 13 13]
9033,['ខ្ញុំ' 'ឈ្មោះ' 'ហៃ' 'សាវង្ស'],[14 11 13 13]
9034,['លោក~ជំទាវ' 'សួង' 'សុខ' 'ណាត'],[14 13 13 13]
9035,['គាត់' 'ឈ្មោះ' 'ផង' 'ចាន់' 'វ៉ាន់'],[14 11 13 13 13]
9036,['គាត់' 'ឈ្មោះ' 'ប៊ុត'],[14 11 13]
9037,['លោក~ស្រី' 'ឈាជ'],[14 13]
9038,['គាត់' 'ឈ្មោះ' 'អេងឈាង'],[14 11 13]
9039,['នេះ' 'គឺ_ជា' 'ពន្លក' 'ខេមរិន'],[ 5 20 13 13]
9040,['ខ្ញុំ' 'ឈ្មោះ' 'កែន' 'ក្រពុំ'],[14 11 13 13]
9041,['ខ្ញុំ' 'ឈ្មោះ' 'សម្ផស្ស'],[14 11 13]
9042,['អ្នក~នាង' 'វន្នី' 'ស៊ីមេន'],[14 13 13]
9043,['អ្នក~នាង' 'រិទ្ធិពល'],[14 13]
9044,['លោក~ជំទាវ' 'ប្រាក់' 'សិទ្ធិ' 'ប៊ុន' 'រិទ្ធ'],[14 13 13 13 13]
9045,['ខ្ញុំ' 'ឈ្មោះ' 'ផាន់ណារ៉ូ'],[14 11 13]
9046,['អ្នក~នាង' 'ម៉ាក់' 'ចាន់' 'បុត្រ'],[14 13 13 13]
9047,['ឯក_ឧត្ដម' 'ព្លឿង' 'ទេវិន'],[14 13 13]
9048,['កញ្ញា' 'គឹម' 'គង្គា'],[14 13 13]
9049,['លោក~ជំទាវ' 'ទៀប'],[14 13]
9050,['លោក~ស្រី' 'ផុន'],[14 13]
9051,['កញ្ញា' 'ឈន' 'ចំប៉ា'],[14 13 13]
9052,"['អ្វី' 'ដែល' 'ធ្វើ_ឲ្យ' 'លោក' 'ចាប់_អារម្មណ៍' 'នៅ' 'អំឡុង'
 'ដំណើរ_ទស្សន^កិច្ច' 'នេះ' 'គឺ' 'ការ~អភិវឌ្ឍ' 'មូលដ្ឋាន' 'របស់' 'សហ_រដ្ឋ'
 'អាមេរិក' 'ជា_ពិសេស' 'ការ~ចូល_រួម' 'របស់' 'ប្រជា_ពល_រដ្ឋ' 'ក្នុង'
 'ការ~អភិវឌ្ឍ' 'ឬ' 'នៅ_ក្នុង' 'ការ~កែ_លម្អ' 'ទីក្រុង' '។']","[14 17 20 14 20  7 11 11  5 20 11 11  7 11 13 16 11  7 11  7 11  7  7 11
 11  9]"
9053,['កញ្ញា' 'ខាត់' 'មិថុនា'],[14 13 13]
9054,['កញ្ញា' 'ទី' 'តំរួត'],[14 13 13]
9055,['លោក' 'ប៊ូ'],[14 13]
9056,['លោក~ស្រី' 'ព្លៀន' 'ណាំង'],[14 13 13]
9057,['ខ្ញុំ' 'ឈ្មោះ' 'ឃួន' 'កេម' 'សុនិតា'],[14 11 13 13 13]
9058,"['ដុង' 'កូគីម' 'ជា' 'ជន_ជាតិ' 'កូរ៉េ' 'តែ' 'មាន' 'សញ្ជាតិ' 'អាមេរិក'
 'គឺ_ជា' 'អ្នក~ឧបត្ថម្ភ' 'មូលនិធិ' 'នេះ' 'ទាំងស្រុង' 'ដោយ' 'មិន' 'មាន'
 'ជំនួយ' 'ពី' 'ខាង' 'ណា' 'ឡើយ' '។']",[13 13 20 11 13 16 20 11 13 20 11 11  5  8  7 16 20 11  7 11 14 12  9]
9059,"['៧' '.' 'ម៉ូដែល' 'ដើម្បី' 'កំណត់' 'បម្រែបម្រួល' 'ព្រៃ_ឈើ' 'ត្រូវ_បាន'
 'ប្រើប្រាស់' 'ជាមួយ_នឹង' 'ផែនទី' 'គម្រប' 'ព្រៃ_ឈើ' 'ដើម្បី' 'បង្ហាញ'
 'នូវ' 'ការ~បាត់_បង់' 'ព្រៃ_ឈើ' 'ពី' 'ផែនទី' 'មួយ' 'ទៅ' 'ផែនទី' 'មួយ'
 'ទៀត' '។']","[ 3 18 11  7 20 11 11 20 20  7 11 11 11  7 20  7 11 11  7 11  3  7 11  3
 16  9]"
